id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5755164,"Bloordale home by shops, cafés, TTC",29855613,Melanie,,Dufferin Grove,43.6565,-79.44169,Entire home/apt,225,4,15,2019-08-14,0.23,1,0
5756051,"Family Friendly 4BR House, close to Eaton Centre",1704172,Vanessa,,Church-Yonge Corridor,43.66307,-79.37717,Entire home/apt,299,12,86,2020-11-01,1.29,2,300
5758430,Beautiful Condo at 300 Front St,29871967,Vinny,,Waterfront Communities-The Island,43.64388,-79.38995,Entire home/apt,100,28,464,2020-11-27,6.67,1,243
5759947,2 BEDROOM CONDO - PANAM GAMES,29880905,Courtney,,Waterfront Communities-The Island,43.63849,-79.39172,Entire home/apt,270,1,0,,,1,0
5761422,Beautiful Family Home,6851194,Kyle,,Danforth East York,43.68769,-79.33675,Entire home/apt,175,2,7,2016-12-27,0.11,1,0
5770940,Poetry Inspired Retreat in the Heart of City,29938723,Dana,,Moss Park,43.66061,-79.37065,Private room,150,2,70,2019-08-22,1.07,2,42
5771466,1 Bedroom New Style Condo,29941505,Graeme,,Dovercourt-Wallace Emerson-Junction,43.66598,-79.44838,Private room,75,1,0,,,1,0
5778276,Pan American Games..Swimming Pool!,29977750,Sharon,,Guildwood,43.75006,-79.18673,Private room,100,1,0,,,1,365
5780055,Vacant Condo in Liberty Village,29987494,Geoffrey,,South Parkdale,43.63932,-79.42506,Entire home/apt,95,1,0,,,1,0
5783911,Upper Beach Place - 8 Bedroom House (sleeps 18),377846,Nick & Nena,,East End-Danforth,43.68511,-79.2907,Entire home/apt,479,28,14,2019-09-02,0.21,10,287
5785794,Arts-centric House Downtown Toronto,30017611,Angela,,Waterfront Communities-The Island,43.64664,-79.4014,Private room,90,28,233,2020-08-27,3.46,2,0
5785888,Art Studio Day Space,30018135,Kristina,,New Toronto,43.60424,-79.50751,Private room,400,1,0,,,1,365
5789664,PanAm Perfection,30038219,Garth,,Little Portugal,43.64647,-79.42631,Entire home/apt,355,5,0,,,1,0
5791262,Lovely Room! 5 min to Roncesvalles/Parkdale/DuWest,5453740,Natalie,,Roncesvalles,43.64678,-79.43906,Private room,50,2,10,2018-09-29,0.33,1,0
5805084,Perfect downtown location.,26422099,Sim,,Waterfront Communities-The Island,43.64464,-79.38689,Entire home/apt,400,180,0,,,1,358
5805424,Heritage Townhome 2 - On The Park!,19117749,Joe,,Waterfront Communities-The Island,43.6457,-79.39427,Entire home/apt,95,2,275,2020-11-08,4.21,4,352
5805635,Spacious Townhouse,30120508,Wes,,Waterfront Communities-The Island,43.64778,-79.36273,Entire home/apt,266,2,42,2019-04-28,0.63,1,0
5805942,Great condo in the heart of Toronto,25757226,Joao Paulo,,Waterfront Communities-The Island,43.64383,-79.38018,Entire home/apt,149,2,44,2017-03-08,0.64,1,0
5806072,Rooms in Top Toronto Neighborhood,30122753,Carlos,,High Park North,43.6521,-79.47624,Private room,183,1,0,,,1,0
5808933,地点距多伦多皮尔森机场19km,30016881,Hebe,,Malvern,43.79313,-79.2347,Entire home/apt,100,2,0,,,1,0
5813048,Pan Am Games - Exec House for rent,30161909,Laurie,,Kingsway South,43.65269,-79.51835,Entire home/apt,357,14,0,,,1,0
5821658,Beautiful Light Filled Family Home,5625222,Sheila,,Dovercourt-Wallace Emerson-Junction,43.66685,-79.4244,Entire home/apt,220,14,8,2019-12-29,0.12,1,103
5821852,concetta's place,120494,Sam,,Oakwood Village,43.68984,-79.44187,Private room,50,1,0,,,1,0
5823119,Modern 3 bdr house for Pan Am Games,30223018,Ingrid,,South Riverdale,43.65971,-79.3457,Entire home/apt,350,7,0,,,1,0
5831961,Charming Heritage Building,14552308,Danielle,,Corso Italia-Davenport,43.6774,-79.4438,Private room,42,3,3,2015-06-22,0.04,1,0
5833038,Stylish Condo with Lake View,10565942,Babak,,Moss Park,43.65303,-79.37034,Entire home/apt,124,1,6,2016-07-22,0.09,1,0
5833228,"Luxury 2 bedroom, 2 bathroom apt.",30278848,Victor,,Waterfront Communities-The Island,43.64908,-79.38733,Entire home/apt,145,180,0,,,1,363
5833586,CHEAP in Eastside downtown,2208107,Christopher,,Regent Park,43.65983,-79.35746,Entire home/apt,55,1,2,2015-05-02,0.03,1,0
5833655,1 Furnished BR Central Downtown,30281086,Katherine,,Church-Yonge Corridor,43.66077,-79.37808,Private room,50,1,0,,,1,0
5834256,Awesome 3 BDR Home With Great Yard!,30284623,James,,Little Portugal,43.64847,-79.43686,Entire home/apt,179,1,3,2019-08-13,0.10,1,0
5834694,Cozy funky bachelor with patio,2719705,Kimsa,,Little Portugal,43.64923,-79.42603,Entire home/apt,1000,30,0,,,1,364
5838099,Charming 4-Bedroom House in Rosedale (Yonge & St. Clair),30308769,Lisa,,Rosedale-Moore Park,43.69223,-79.3837,Entire home/apt,150,2,5,2019-08-16,0.08,1,1
5846208,Roncesvalles home for rent,30351907,Mark,,Roncesvalles,43.64835,-79.44973,Entire home/apt,210,180,0,,,1,365
5848571,Beautiful 1 Bedroom (2 baths) Waterfront Condo,30365763,Monique,,Waterfront Communities-The Island,43.63825,-79.39834,Entire home/apt,150,2,7,2016-09-11,0.11,1,0
5850026,Cozy 3 bdrm house in Leslieville,21015893,Hichem,,Greenwood-Coxwell,43.66382,-79.32288,Entire home/apt,190,5,0,,,1,0
5856479,Stylish Home in Trendy Neighborhood,2771272,Michelle,,Dufferin Grove,43.65207,-79.436,Entire home/apt,200,5,4,2019-09-11,0.06,2,333
5861165,AMAZING VIEW Cultural Oasis,28754691,Luke,,Niagara,43.63476,-79.40265,Entire home/apt,250,2,6,2016-10-10,0.09,1,0
5862723,Luxury One Bedroom @The Distillery,30441280,Tina,,Waterfront Communities-The Island,43.65038,-79.35676,Entire home/apt,235,150,17,2020-05-28,0.25,2,365
5862788,Apartment in the heart of GreekTown (Pape Station),14921106,Mathilde,,Blake-Jones,43.6782,-79.344,Entire home/apt,79,2,5,2017-12-03,0.13,1,0
5868688,Gorgeous Sunroom with a killer view,14327586,Heidi And Paul,,South Parkdale,43.63775,-79.44546,Private room,45,1,24,2015-10-05,0.35,2,0
5869076,Free Parking 2BD Queen St. East,30474530,Bissa,,South Riverdale,43.65968,-79.33925,Entire home/apt,151,14,218,2020-12-01,3.17,1,351
5884597,Friendly Space in the Heart of Toronto,284529,Delia,,Annex,43.67086,-79.40087,Private room,35,90,19,2019-07-30,0.75,2,179
5891077,Woodbine Station Condo,30593040,Robin,,Woodbine Corridor,43.68462,-79.31275,Entire home/apt,78,28,55,2017-09-30,1.05,6,116
5898448,Beautiful Beach Home,22687896,Malathy,,The Beaches,43.67331,-79.30141,Entire home/apt,250,2,1,2015-07-27,0.02,1,0
5900597,On subway line/15min walk to Beach,11494010,Adam&Tina,,Taylor-Massey,43.69194,-79.30319,Private room,70,7,1,2016-05-03,0.02,1,0
5903111,Quiet spot in the heart of the city,30658788,Monisa,,Church-Yonge Corridor,43.6693,-79.38087,Entire home/apt,185,3,1,2016-04-24,0.02,1,0
5904291,"★ Downtown 3 Beds 2 Baths @ Harbour, Union ★",187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64286,-79.38073,Entire home/apt,105,29,8,2020-03-05,0.22,13,180
5917524,Bright spacious apartment uptown,16748645,Wafa,,Lawrence Park South,43.72699,-79.3901,Entire home/apt,110,1,144,2020-11-02,2.10,1,329
5917740,Charming private room!,13075049,Josh,,Palmerston-Little Italy,43.66194,-79.42275,Private room,65,7,0,,,1,0
5922059,"Cozy Bedroom @ York University, Toronto",30753730,Jeishan,,York University Heights,43.76799,-79.50201,Private room,24,28,21,2020-06-25,0.31,13,335
5923285,"Snug BR @ York University, Toronto",30753730,Jeishan,,York University Heights,43.76771,-79.50161,Private room,24,28,27,2020-04-19,0.39,13,348
5926311,East end TO Danforth subway,30771781,Karla,,Danforth East York,43.68785,-79.32627,Entire home/apt,98,3,18,2019-09-29,0.30,1,0
5928415,"Lakeside Condo, office den, parking",30781407,Michel,,Niagara,43.63726,-79.40612,Entire home/apt,134,6,0,,,1,0
5928667,123 Edgewood Ave,9266782,Adrienne,,Woodbine Corridor,43.67328,-79.31526,Entire home/apt,114,1,10,2017-08-26,0.15,2,0
5930081,Spacious apartment near Yonge-Bloor,13284175,Shaama,,Church-Yonge Corridor,43.66868,-79.3824,Entire home/apt,150,1,3,2016-08-02,0.04,1,0
5932430,Beautiful House in Junction,1102328,Isil,,Dufferin Grove,43.65684,-79.44689,Entire home/apt,190,3,7,2019-08-19,0.10,1,0
5933306,PRIME DOWNTOWN LOCATION,1301725,Gisella & Cesar,,Bay Street Corridor,43.66214,-79.38647,Entire home/apt,146,3,13,2017-07-30,0.19,1,318
5933445,Cozy 1 Bedroom Apt in Little Italy,30808788,Peter,,Palmerston-Little Italy,43.65743,-79.41161,Private room,150,1,0,,,1,0
5939556,"Great Location+Parking, Modern 1BD",5211291,Erin,,South Parkdale,43.63942,-79.42593,Entire home/apt,145,1,2,2015-07-19,0.03,1,0
5940301,"Luxury City Townhouse,  Riverdale / Leslieville",8880710,Lisa,,North Riverdale,43.67061,-79.35363,Entire home/apt,221,28,5,2020-03-25,0.23,1,116
5940861,Liberty Village Condo,6548194,Melissa,,Niagara,43.63757,-79.41215,Entire home/apt,200,1,0,,,1,0
5942478,Charming Mon Paris Pied-à-Terre & Office,29938723,Dana,,Moss Park,43.65973,-79.37036,Entire home/apt,115,29,283,2020-02-17,4.30,2,99
5942736,Authentic artist loft. open concept 16' ft ceiling,879198,Damon,,South Riverdale,43.66242,-79.33998,Entire home/apt,347,3,43,2020-09-06,0.78,1,37
5944041,New home steps from transit & shops,29443156,Lana,,Bedford Park-Nortown,43.72894,-79.41636,Entire home/apt,250,1,10,2016-08-24,0.15,1,0
5944987,Private and Quiet Room in Toronto,22239541,Jerome,,Parkwoods-Donalda,43.76487,-79.34473,Private room,80,1,2,2016-09-28,0.04,1,0
5953807,Bloor West Village Family Home with Parking,30202371,Stacey,,High Park North,43.65735,-79.47822,Entire home/apt,499,5,0,,,1,207
5955003,1 Bedroom Condo Fully Fernished,30912206,Gary,,Mimico (includes Humber Bay Shores),43.625,-79.48916,Entire home/apt,275,1,0,,,1,0
5959077,Downtown Cityview,30551517,Vahan,,Waterfront Communities-The Island,43.64835,-79.3934,Entire home/apt,225,2,315,2020-03-14,4.56,2,134
5960293,Triple Bunk Room @ York University & near Subway,30753730,Jeishan,,York University Heights,43.768,-79.50189,Private room,24,28,27,2020-01-07,0.40,13,337
5965950,Gorgeous Renovated Victorian Roncesvalles Village,7845372,Rosalinda,,Roncesvalles,43.64219,-79.43995,Entire home/apt,325,2,11,2020-09-02,0.65,2,320
5969644,HEART OF PRIDE chic cozy home 4 you,30989075,Claire,,Church-Yonge Corridor,43.6593,-79.37796,Private room,100,2,0,,,1,364
5970178,Gorgeous Suite In Downtown Toronto,30992558,Daniel,,Waterfront Communities-The Island,43.65032,-79.38766,Entire home/apt,564,4,1,2015-04-30,0.01,1,0
5973539,Mid-Town Family Home,31011108,Anne,,Mount Pleasant East,43.70239,-79.38354,Entire home/apt,249,4,16,2020-08-21,0.25,1,169
5974158,I have 1 furnished room available.,10170673,Audrey,,Ionview,43.73824,-79.26534,Private room,81,1,0,,,1,0
5977148,3 Bdrm + playrm lovely family home!,31029991,Nicola,,Little Portugal,43.65148,-79.43461,Entire home/apt,100,7,2,2016-08-20,0.04,1,0
5979207,Large downtown studio in Yorkville!,19107482,Zeenat,,Bay Street Corridor,43.66766,-79.388,Entire home/apt,99,2,2,2017-09-02,0.03,2,0
5989531,Heart of Toronto Near The Stars!,6573767,Aris,,Annex,43.67094,-79.40216,Entire home/apt,107,1,8,2015-08-31,0.12,1,0
5991720,Townhouse Condo Downtown Toronto,14135487,Ann,,Niagara,43.64125,-79.4151,Entire home/apt,150,2,2,2015-07-21,0.03,1,0
5998547,Luxury Downtown Suite | Wellesley Subway Nextdoor!,8574833,Jeremy,,Bay Street Corridor,43.6645,-79.38498,Entire home/apt,106,2,228,2020-11-27,3.32,1,53
5999578,Quaint Victorian Rowhouse Downtown Toronto,31146334,Kelly,,Regent Park,43.65791,-79.36002,Private room,65,1,229,2020-03-15,3.52,1,43
6000223,Beautiful King West Condo,7746663,Sahar,,Niagara,43.6425,-79.40448,Entire home/apt,178,1,0,,,1,0
6001793,"Waterfront, New Building near Union",24407116,Adrian,,Waterfront Communities-The Island,43.64243,-79.37474,Entire home/apt,99,2,10,2015-09-07,0.15,1,0
6006017,Modern Spacious High Park 2 Bedroom,19400280,Serge And Adriana,,High Park-Swansea,43.64127,-79.47244,Entire home/apt,90,7,4,2015-12-13,0.06,1,0
6006735,Stunning house in Cabbagetown,31183394,Nicola,,Cabbagetown-South St.James Town,43.66477,-79.36235,Entire home/apt,200,7,0,,,1,0
6013874,Pan Am Games Rental,31217284,Dean,,Woodbine Corridor,43.67142,-79.31545,Entire home/apt,300,7,0,,,1,0
6014387,Beautiful Split-Level Flat,1410677,Robert ('R.J.'),,Little Portugal,43.64743,-79.42545,Entire home/apt,150,5,3,2018-06-06,0.05,3,0
6017439,"Sunny Bedroom @ York University, Toronto",30753730,Jeishan,,York University Heights,43.7677,-79.50162,Private room,43,28,37,2020-01-20,0.55,13,0
6025128,Lovely Modern Corktown Home,31273257,Rick,,Moss Park,43.65314,-79.36222,Entire home/apt,175,1,0,,,1,0
6031000,Stylish and spacious loft apartment,21179377,J.J.,,Dovercourt-Wallace Emerson-Junction,43.66787,-79.44353,Entire home/apt,93,2,37,2019-12-01,0.54,1,72
6032221,Executive home in prestigious area,22899771,Christine,,St.Andrew-Windfields,43.74626,-79.40068,Entire home/apt,900,5,4,2020-06-30,0.08,1,364
6047019,Yonge and Bloor Studio Apartment,31383165,Crystal,,Church-Yonge Corridor,43.67097,-79.38087,Entire home/apt,121,1,32,2020-09-27,0.58,2,88
6054403,"Parkdale, Toronto- Victorian Home",2216736,Vanessa,,South Parkdale,43.6343,-79.43276,Entire home/apt,224,2,90,2020-09-14,1.33,1,312
6056440,College Park :2Bd+2bth + Free parking,19309556,Arjun,,Bay Street Corridor,43.66395,-79.38597,Entire home/apt,159,5,127,2020-12-05,2.44,1,333
6064716,Quiet Clean Rm near Dufferin Subway,31479105,Sandra,,Dufferin Grove,43.65431,-79.43906,Private room,50,3,51,2020-08-30,0.80,1,363
6071771,Pan Am Games Perfect Rental,31517156,Jennifer,,Leaside-Bennington,43.71067,-79.3694,Entire home/apt,350,7,0,,,1,0
6076136,"Walker's dream, a central apartment",31538659,Luis & Nee Mun,,Waterfront Communities-The Island,43.64945,-79.36483,Entire home/apt,99,3,112,2020-11-11,2.03,1,150
6078779,Cozy Condo right on Subway Line,18189760,Arianne,,Bayview Village,43.7645,-79.38239,Entire home/apt,190,1,0,,,1,0
6078984,Cosy Edwardian B&B in Upper Beach,22686317,Lois,,East End-Danforth,43.68366,-79.29398,Private room,99,1,40,2020-01-01,0.63,1,88
6085633,Great Pan Am location!,29855544,Deki,,Weston,43.70191,-79.50612,Private room,500,2,1,2015-08-03,0.02,1,1
6085693,Safe & Sound in the City,21267452,Jaci,,Mount Pleasant East,43.69852,-79.38457,Entire home/apt,101,3,112,2019-11-17,1.65,1,1
6086403,Private apartment - Pets Welcome!,11423032,Arni And Beth,,Clanton Park,43.74131,-79.44522,Entire home/apt,100,3,56,2018-04-30,0.84,1,0
6089603,Traveling abroad? Welcome to Canada,31596252,Bern,,Cliffcrest,43.70573,-79.2319,Entire home/apt,550,1,1,2015-09-28,0.02,1,0
6090076,Amazing View in Downtown Penthouse,20818366,Conal,,Waterfront Communities-The Island,43.64066,-79.40118,Private room,92,2,9,2015-10-25,0.13,1,0
6090639,Cozy Studio Apt at Dufferin Subway,20771745,Sue,,Dovercourt-Wallace Emerson-Junction,43.66332,-79.43387,Entire home/apt,75,28,145,2020-03-28,2.11,1,271
6091034,3 BR Home in Upper Beaches/wireless,31608498,Camille,,East End-Danforth,43.68422,-79.30384,Entire home/apt,130,3,45,2020-01-08,0.68,1,280
6092042,Stunning Condo @ the Heart of Toronto (w/ Parking),133571599,Pallavi,,Waterfront Communities-The Island,43.64598,-79.39124,Entire home/apt,98,3,125,2020-03-01,1.84,1,0
6092208,Rooftop Oasis in Trendy Parkdale,22822269,Blake,,Little Portugal,43.64831,-79.434,Entire home/apt,295,14,45,2019-06-26,0.67,1,1
6093467,"Eclectic, Victorian 1 bedroom",31623208,Christina,,Moss Park,43.66114,-79.37277,Entire home/apt,95,2,29,2018-09-16,0.43,1,0
6097682,Harborfront Penthouse/Gorgeous View,31624740,Shaps,,Waterfront Communities-The Island,43.6397,-79.38671,Entire home/apt,186,15,5,2018-01-01,0.08,1,180
6099507,CENTURY HOME-EXCELLENT LOCATION,27042301,Ayelet,,Annex,43.67078,-79.41774,Entire home/apt,295,3,8,2018-07-21,0.12,1,0
6101778,Leslieville Home for Pan Am Games,31794012,Sean,,Greenwood-Coxwell,43.66987,-79.32734,Entire home/apt,200,3,0,,,1,0
6102674,Spacious Apartment,10994944,Michal,,Danforth East York,43.68426,-79.34622,Entire home/apt,100,5,0,,,1,0
6103899,Beautiful Bright Mid Town Apartment,5037953,Jordan,,Casa Loma,43.67509,-79.41257,Entire home/apt,110,2,0,,,1,0
6103923,Master Bedroom//Private bath in the heart of DT,31670800,Jesse,,Little Portugal,43.64092,-79.42232,Private room,40,1,0,,,1,0
6104732,Distillery District Bachelor Condo,31675651,,,Waterfront Communities-The Island,43.65095,-79.35694,Entire home/apt,300,1,1,2015-07-27,0.02,1,0
6107151,Looking for a 6 month rental in Toronto?,8144668,Shikha,,Waterfront Communities-The Island,43.6465,-79.38952,Entire home/apt,129,180,4,2016-09-17,0.07,1,0
6113860,Awesome Loft Downtown Toronto,9557885,Jaren,,Moss Park,43.6531,-79.36832,Entire home/apt,145,2,0,,,1,0
6115913,Prime BEACH House for PAN AM Games!,22420561,Laura,,The Beaches,43.66945,-79.30477,Entire home/apt,475,7,0,,,1,0
6128931,4-bed family home - Longbranch,31796094,Josephine,,Long Branch,43.60045,-79.52636,Entire home/apt,250,4,11,2019-08-24,0.20,1,184
6131812,Private lakefront house in Toronto,27257989,Patricia,,Long Branch,43.58888,-79.53886,Entire home/apt,245,28,26,2019-06-19,0.39,1,163
6134073,Great room in trendy Ossington area,11188682,Kelly,,Dovercourt-Wallace Emerson-Junction,43.66788,-79.43161,Private room,80,1,21,2016-09-25,0.31,1,0
6138742,Stately Forest Hill home for female and/or student,31845764,Barbara,,Forest Hill South,43.6966,-79.41673,Private room,40,2,1,2019-11-19,0.08,1,364
6140766,"It's got Charm, Space & Comfort",29038344,Carol,,Little Portugal,43.6477,-79.42443,Entire home/apt,179,5,73,2019-08-03,1.09,1,226
6140939,1200 sf condo with fantastic view,31855246,Gj,,Willowdale East,43.77631,-79.41332,Entire home/apt,135,7,30,2019-10-26,0.46,1,226
6144504,Cozy room in Kensington Market,31873372,Lindsay,,Kensington-Chinatown,43.65118,-79.40296,Private room,60,2,0,,,1,0
6149212,TORONTO HOME FOR RENT,11023940,Jack,,Annex,43.66813,-79.41848,Entire home/apt,295,5,8,2018-09-10,0.12,1,0
6154561,Cozy private room downtown Toronto,74582,Neil,,University,43.66137,-79.40716,Private room,57,1,279,2020-10-19,4.11,4,1
6154819,U of T /Kensington Market/ Hospitals- 1 Month Min,316985,Helene,,University,43.65973,-79.40436,Entire home/apt,59,90,0,,,1,0
6155866,Queen and Leslie appartment,31934257,Sylvie,,South Riverdale,43.66376,-79.32836,Entire home/apt,100,1,0,,,1,0
6157127,"Spacious, central apartment on 2 floors with deck",3790754,Simona,,Dovercourt-Wallace Emerson-Junction,43.66759,-79.42514,Entire home/apt,175,14,1,2016-08-01,0.02,1,0
6166015,Downtown Toronto House - (Christie and Bloor),31988627,Pamela,,Dovercourt-Wallace Emerson-Junction,43.66874,-79.42612,Entire home/apt,399,10,5,2017-07-25,0.09,1,0
6167534,Private Suite - Walk to Everything!,10718839,Doug,,Palmerston-Little Italy,43.65411,-79.4247,Entire home/apt,99,2,182,2020-08-03,2.71,1,0
6167923,Home in The Kingsway,31532062,Nicola,,Kingsway South,43.65068,-79.51915,Entire home/apt,893,1,0,,,1,0
6169312,Right on the Beach!,146076,Nathaniel,,The Beaches,43.66637,-79.30482,Entire home/apt,125,1,10,2018-07-22,0.15,1,0
6169759,Private Room in a Beautiful Home,29389698,Janvier,,East End-Danforth,43.68292,-79.30634,Private room,45,28,12,2019-02-01,0.18,5,75
6170154,Charming Apt 2 Min Subway/sleeps 4,30654608,David,,Dufferin Grove,43.65898,-79.43542,Entire home/apt,79,2,300,2020-10-27,4.42,5,24
6171161,Cozy Room in a Beautiful Home,29389698,Janvier,,East End-Danforth,43.68286,-79.30698,Private room,45,28,1,2018-11-08,0.04,5,0
6181153,Desirable Yorkville luxury duplex,32061076,Roxanne,,Annex,43.67581,-79.4,Entire home/apt,250,7,0,,,1,0
6181226,"Bright Bedroom @ York University, Toronto",30753730,Jeishan,,York University Heights,43.76769,-79.50169,Private room,21,28,32,2019-09-14,0.47,13,346
6182571,Cozy House In Heart Of TO,12548610,Kyle,,Annex,43.67487,-79.40022,Entire home/apt,140,1,6,2015-08-13,0.09,1,0
6182716,Relax in a Serene and Modern Basement Apartment,1288588,Alexa,,Annex,43.66533,-79.41715,Entire home/apt,110,3,165,2020-08-21,2.45,1,363
6184196,One-of-a-kind Penthouse Suite w Pkg,32076724,Niki,,Bayview Village,43.76859,-79.38837,Entire home/apt,98,365,4,2015-08-04,0.06,1,1
6185463,Charming Cottage (Studio) With Separate Entrance,21339853,Brian,,South Riverdale,43.66708,-79.33887,Entire home/apt,137,2,111,2020-11-10,1.65,1,348
6185744,Perfect Downtown Condo w/ Free Parking,21023651,Natalia,,Niagara,43.63769,-79.4057,Entire home/apt,96,28,298,2020-11-21,4.43,3,59
6195276,Beautiful Minimal Apt by Park!,27107986,Sarah,,Niagara,43.64518,-79.40799,Entire home/apt,100,3,26,2017-10-18,0.38,1,0
6196536,Cosy Room in Lovely Leslieville - STR-2009-FRCKPC,30221116,Catherine,,Greenwood-Coxwell,43.66586,-79.32575,Private room,41,2,163,2020-09-24,2.49,1,364
6198704,SUB PENTHOUSE MILLION$ VIEW FOR DISCERNING GUESTS,4426242,Adam,,Waterfront Communities-The Island,43.64694,-79.39361,Entire home/apt,160,1,246,2020-12-06,3.61,1,332
6199020,Bachelor in quaint T-dot 'hood,4071040,Christina,,Humewood-Cedarvale,43.68712,-79.42853,Private room,49,7,1,2015-10-16,0.02,1,0
6207209,Toronto Mid-Century Modern Pad: Sanitized & Ready,1200367,Grace,,Weston-Pellam Park,43.66757,-79.45234,Entire home/apt,125,28,30,2020-08-26,0.48,4,332
6207964,Unique Artist Loft in Corktown/Downtown East,7272357,Sam,,Moss Park,43.65479,-79.35638,Entire home/apt,76,2,25,2017-08-06,0.47,2,0
6208484,COZY ROOM in the WEST END,22416170,Jonathan,,Dufferin Grove,43.65359,-79.43826,Private room,73,2,7,2020-02-29,0.11,2,180
6208875,Modern 1 Bed+Shower-Union Station/ CN Tower/ ACC,28657066,Erin,,Waterfront Communities-The Island,43.64208,-79.38302,Private room,70,1,59,2017-12-03,0.89,1,0
6210347,AWESOME VIEW  homestay for students,20624389,Bern,,Willowdale East,43.76104,-79.40969,Private room,40,31,3,2016-05-18,0.05,6,0
6211887,Downtown Condo w. Rooftop Terrace,32205233,Allison,,Niagara,43.63753,-79.40064,Entire home/apt,250,1,0,,,1,0
6214925,Million Dollar City Views in Stylish and Trendy Apartment,31397994,Matt,,Bay Street Corridor,43.66099,-79.38623,Entire home/apt,76,3,485,2020-12-05,7.11,5,76
6215198,Two bedrooms at YorkU wth parking. Walk to subway.,32232649,Quyen & Thang,,York University Heights,43.76472,-79.50237,Private room,61,1,61,2020-03-08,1.93,2,0
6216598,Close to the action!,6425732,Lou,,Westminster-Branson,43.78946,-79.44876,Entire home/apt,99,1,1,2015-08-03,0.02,1,0
6219856,West Queen West dwtn condo,23222750,Chris,,Niagara,43.64544,-79.41198,Entire home/apt,149,5,55,2019-12-15,0.80,1,0
6223083,Sunny Room in Little Italy,5933105,Clare,,Palmerston-Little Italy,43.66006,-79.41173,Private room,33,14,1,2015-06-01,0.01,1,0
6224282,Apartment Loft at Yonge & Wellesley,32279758,Brit,,Bay Street Corridor,43.66418,-79.38454,Private room,135,1,0,,,1,0
6226435,Not available,30354718,Anita,,Waterfront Communities-The Island,43.64891,-79.38833,Entire home/apt,70,1,0,,,1,0
6226722,Golden Art Deco Gem,1282883,Naomi,,Bay Street Corridor,43.66626,-79.38868,Entire home/apt,150,2,78,2020-08-14,1.14,1,351
6233184,Summer by the Lake,32342150,Monica,,Waterfront Communities-The Island,43.64053,-79.38402,Entire home/apt,175,5,0,,,1,0
6235486,Downtown Toronto!  Private Rooms in the Annex.,31035870,Joy,,Annex,43.67254,-79.41297,Private room,99,2,31,2020-01-20,1.40,1,365
6235796,Spacious & Comfortable Private Room,32354557,Philip,,Greenwood-Coxwell,43.67885,-79.32621,Private room,75,2,5,2018-02-07,0.07,2,178
6237219,Spacious and Sunny Summer Haven,13854898,Ashley,,High Park North,43.65387,-79.46688,Entire home/apt,85,30,2,2016-08-26,0.03,1,0
6239007,Downtown Brand New Condo Toronto,32379679,Jen,,Moss Park,43.65263,-79.36743,Entire home/apt,130,30,21,2015-12-20,0.31,2,0
6242617,Top Floor Bright Modern Apartment,32407953,Angela,,High Park North,43.6577,-79.46372,Entire home/apt,200,1,0,,,1,0
6245556,Bay Street Apartment,32426842,Alyssa,,Bay Street Corridor,43.66672,-79.38806,Entire home/apt,199,1,0,,,1,0
6245918,Cozy bachelor,14244176,Analy,,Danforth,43.68402,-79.32193,Private room,70,1,5,2016-09-05,0.08,1,0
6246495,"Sunny Annex Apartment - Bloor, UofT, Yorkville",10270570,Emma,,Annex,43.67521,-79.40259,Entire home/apt,95,5,1,2017-07-01,0.02,1,0
6254509,Stunning Lake View from Every Room,31173771,Ieln,,Waterfront Communities-The Island,43.6396,-79.39028,Entire home/apt,200,2,0,,,1,0
6262197,Cozy & Private Apt w/ Parking by Subway,32301919,Andy,,Islington-City Centre West,43.64369,-79.53391,Entire home/apt,135,3,38,2018-06-29,0.97,1,0
6268551,Downtown Toronto bachelor,32576506,Forrest,,South Parkdale,43.6349,-79.43436,Entire home/apt,195,1,0,,,1,0
6271995,"Spacious, Comfortable & Bright",9909027,SoJin,,Moss Park,43.65456,-79.36791,Entire home/apt,60,7,0,,,1,0
6273842,Spacious Apt w/ Rooftop Oasis 3 mins from subway,30654608,David,,Dufferin Grove,43.65865,-79.43565,Entire home/apt,68,5,321,2020-11-07,4.76,5,20
6274286,Downtown Toronto (Yonge & Bloor),23895487,Amy,,Church-Yonge Corridor,43.66765,-79.38466,Private room,195,1,0,,,1,0
6274443,Unique and great value! Walk up ground floor condo,32609441,Mike,,Niagara,43.63669,-79.41884,Entire home/apt,99,1,211,2020-11-22,3.13,2,71
6276416,"Modern condo , step to subway",13777341,Naz,,Mount Pleasant West,43.70585,-79.39763,Entire home/apt,350,28,2,2018-08-20,0.07,3,363
6276555,luxury oasis yonge/eglington,32621396,Alex And Galina,,Lawrence Park South,43.71261,-79.40492,Entire home/apt,132,29,185,2020-09-25,2.72,3,130
6276955,Seaton Village Apt,4763862,Caitlin,,Annex,43.67046,-79.41686,Entire home/apt,60,1,57,2018-08-29,0.84,2,113
6277844,Downtown - Queen + private bath,32632978,Kay,,Moss Park,43.65922,-79.36848,Private room,99,2,25,2016-05-03,0.37,2,90
